City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Marsa Matruh,EG,31.3525,27.2453,54.88,50,88,19.82,overcast clouds
699,Zeya,RU,53.75,127.2667,1.44,84,100,3.31,overcast clouds
700,Braganca,BR,-1.0536,-46.7656,73.38,98,55,1.12,broken clouds
701,San Carlos De Bariloche,AR,-41.1456,-71.3082,64.15,42,0,23.02,clear sky
702,Mizdah,LY,31.4451,12.9801,44.29,74,7,7.23,clear sky
703,Kuching,MY,1.55,110.3333,75.42,94,40,2.3,light rain
704,Kincardine,GB,56.0667,-3.7167,37.83,94,91,13.47,overcast clouds
705,Razole,IN,16.4833,81.8333,64.42,91,31,3.96,scattered clouds
706,Vostochnyy,RU,55.8167,37.8667,31.3,96,93,6.22,overcast clouds
707,Qandala,SO,11.472,49.8728,72.16,51,53,4.81,broken clouds
708,Goulburn,AU,-34.75,149.7167,82.15,36,4,9.51,clear sky
709,Eydhafushi,MV,5.1033,73.0708,80.31,75,31,7.34,scattered clouds
710,Honningsvag,NO,70.9821,25.9704,26.53,79,37,27.11,scattered clouds
711,Saint-Joseph,RE,-21.3667,55.6167,73.78,80,67,3.49,broken clouds
712,Lewistown,US,40.5992,-77.5714,47.14,60,20,0.0,few clouds
713,Sakakah,SA,29.9697,40.2064,55.47,39,41,14.76,scattered clouds
714,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.7,75,92,10.22,overcast clouds
715,New Bern,US,35.1085,-77.0441,50.0,83,0,3.44,clear sky
716,Farah,AF,32.5,62.5,43.66,37,0,2.01,clear sky
717,Samastipur,IN,25.85,85.7833,60.76,75,88,5.06,overcast clouds
718,Roma,US,43.2128,-75.4557,44.4,69,100,5.75,overcast clouds
719,Sur,OM,22.5667,59.5289,67.44,65,2,3.13,clear sky
720,Araouane,ML,18.9048,-3.5265,66.04,12,0,11.86,clear sky
